,e1,rel,e2
394,archduke_ferdinand_of_austria-este,sibling,archduchess_maria_christina_duchess_of_teschen
395,archduke_ferdinand_of_austria-este,sibling,archduchess_maria_josepha_of_austria
396,archduke_ferdinand_of_austria-este,sibling,marie_caroline_of_austria
397,archduke_ferdinand_of_austria-este,sibling,archduchess_maria_johanna_gabriela_of_austria
398,archduke_ferdinand_of_austria-este,sibling,marie_antoinette
399,archduke_franz_ferdinand_of_austria,sibling,archduke_ferdinand_karl_of_austria
400,archduke_franz_ferdinand_of_austria,sibling,archduke_otto_franz_of_austria
401,archduke_franz_karl_of_austria,sibling,archduchess_clementina_princess_of_salerno
402,archduke_franz_karl_of_austria,sibling,maria_leopoldina_of_austria
403,archduke_franz_karl_of_austria,sibling,marie_louise_duchess_of_parma
404,archduke_franz_karl_of_austria,sibling,ferdinand_i_of_austria
405,archduke_friedrich_duke_of_teschen,sibling,maria_christina_of_austria
406,archduke_friedrich_duke_of_teschen,sibling,archduke_eugen_of_austria
407,archduke_johann_of_austria,sibling,archduchess_maria_clementina_of_austria
408,archduke_johann_of_austria,sibling,archduke_alexander_leopold_of_austria
409,archduke_johann_of_austria,sibling,archduke_joseph_of_austria_palatine_of_hungary
410,archduke_johann_of_austria,sibling,archduke_rainer_of_austria
411,archduke_johann_of_austria,sibling,archduke_louis_of_austria
412,archduke_johann_of_austria,sibling,francis_ii_holy_roman_emperor
413,archduke_johann_of_austria,sibling,rudolf_cardinal_von_habsburg_lothringen
414,archduke_johann_of_austria,sibling,archduchess_maria_theresia_of_austria
415,archduke_johann_of_austria,sibling,archduke_anton_victor_of_austria
416,archduke_johann_of_austria,sibling,archduke_charles_duke_of_teschen
417,archduke_johann_of_austria,sibling,ferdinand_iii_grand_duke_of_tuscany
418,archduke_john_salvator_of_austria,sibling,archduke_karl_salvator_prince_of_tuscany
419,archduke_joseph_august_of_austria,sibling,archduchess_margarethe_klementine_of_austria
420,archduke_joseph_august_of_austria,sibling,archduchess_maria_dorothea_of_austria
421,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduchess_maria_clementina_of_austria
422,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduke_alexander_leopold_of_austria
423,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduke_rainer_of_austria
424,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduke_louis_of_austria
425,archduke_joseph_of_austria_palatine_of_hungary,sibling,francis_ii_holy_roman_emperor
426,archduke_joseph_of_austria_palatine_of_hungary,sibling,rudolf_cardinal_von_habsburg_lothringen
427,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduke_johann_of_austria
428,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduchess_maria_theresia_of_austria
429,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduke_anton_victor_of_austria
430,archduke_joseph_of_austria_palatine_of_hungary,sibling,archduke_charles_duke_of_teschen
431,archduke_joseph_of_austria_palatine_of_hungary,sibling,ferdinand_iii_grand_duke_of_tuscany
432,archduke_karl_salvator_prince_of_tuscany,sibling,archduke_john_salvator_of_austria
433,archduke_louis_of_austria,sibling,archduchess_maria_clementina_of_austria
434,archduke_louis_of_austria,sibling,archduke_alexander_leopold_of_austria
435,archduke_louis_of_austria,sibling,archduke_joseph_of_austria_palatine_of_hungary
436,archduke_louis_of_austria,sibling,archduke_rainer_of_austria
437,archduke_louis_of_austria,sibling,francis_ii_holy_roman_emperor
438,archduke_louis_of_austria,sibling,rudolf_cardinal_von_habsburg_lothringen
439,archduke_louis_of_austria,sibling,archduke_johann_of_austria
440,archduke_louis_of_austria,sibling,archduchess_maria_theresia_of_austria
441,archduke_louis_of_austria,sibling,archduke_anton_victor_of_austria
442,archduke_louis_of_austria,sibling,archduke_charles_duke_of_teschen
443,archduke_louis_of_austria,sibling,ferdinand_iii_grand_duke_of_tuscany
444,archduke_maximilian_franz_of_austria,sibling,archduchess_maria_elisabeth_of_austria
445,archduke_maximilian_franz_of_austria,sibling,joseph_ii_holy_roman_emperor
446,archduke_maximilian_franz_of_austria,sibling,archduke_ferdinand_of_austria-este
447,archduke_maximilian_franz_of_austria,sibling,archduchess_maria_anna
448,archduke_maximilian_franz_of_austria,sibling,leopold_ii_holy_roman_emperor
449,archduke_maximilian_franz_of_austria,sibling,marie_amalie_of_austria
450,archduke_maximilian_franz_of_austria,sibling,archduchess_maria_christina_duchess_of_teschen
451,archduke_maximilian_franz_of_austria,sibling,archduchess_maria_josepha_of_austria
452,archduke_maximilian_franz_of_austria,sibling,marie_caroline_of_austria
453,archduke_maximilian_franz_of_austria,sibling,archduchess_maria_johanna_gabriela_of_austria
454,archduke_maximilian_franz_of_austria,sibling,marie_antoinette
455,archduke_otto_franz_of_austria,sibling,archduke_ferdinand_karl_of_austria
456,archduke_otto_franz_of_austria,sibling,archduke_franz_ferdinand_of_austria
457,archduke_rainer_of_austria,sibling,archduchess_maria_clementina_of_austria
458,archduke_rainer_of_austria,sibling,archduke_alexander_leopold_of_austria
459,archduke_rainer_of_austria,sibling,archduke_joseph_of_austria_palatine_of_hungary
460,archduke_rainer_of_austria,sibling,archduke_louis_of_austria
461,archduke_rainer_of_austria,sibling,francis_ii_holy_roman_emperor
462,archduke_rainer_of_austria,sibling,rudolf_cardinal_von_habsburg_lothringen
463,archduke_rainer_of_austria,sibling,archduke_johann_of_austria
464,archduke_rainer_of_austria,sibling,archduchess_maria_theresia_of_austria
465,archduke_rainer_of_austria,sibling,archduke_anton_victor_of_austria
466,archduke_rainer_of_austria,sibling,archduke_charles_duke_of_teschen
467,archduke_rainer_of_austria,sibling,ferdinand_iii_grand_duke_of_tuscany
468,archibald_roosevelt,sibling,ethel_roosevelt_derby
469,archibald_roosevelt,sibling,kermit_roosevelt
470,archibald_roosevelt,sibling,quentin_roosevelt
471,archibald_roosevelt,sibling,theodore_roosevelt_jr
472,ariq_boke,sibling,mongke_khan
473,ariq_boke,sibling,kublai_khan
474,ariq_boke,sibling,hulagu_khan
475,arsinoe_ii_of_egypt,sibling,ptolemy_ii_philadelphus
476,arsinoe_iii_of_egypt,sibling,ptolemy_iv_philopator
477,arthur_prince_of_wales,sibling,margaret_tudor
478,arthur_prince_of_wales,sibling,henry_viii_of_england
479,arthur_prince_of_wales,sibling,mary_tudor
480,astrid_of_sweden,sibling,princess_margaretha_of_sweden
481,astrid_of_sweden,sibling,princess_martha_of_sweden
482,augusta_of_cambridge,sibling,prince_george_duke_of_cambridge
483,augusta_of_cambridge,sibling,princess_mary_adelaide_of_cambridge
484,auguste_de_beauharnais_2nd_duke_of_leuchtenberg,sibling,amelie_de_beauharnais_of_leuchtenberg
485,auguste_de_beauharnais_2nd_duke_of_leuchtenberg,sibling,josephine_of_leuchtenberg
486,augustus,sibling,octavia_minor
487,augustus_keppel_1st_viscount_keppel,sibling,george_keppel_3rd_earl_of_albemarle
488,aurangzeb,sibling,shah_shuja
489,aurangzeb,sibling,dara_shikoh
490,aurangzeb,sibling,murad_baksh
491,ava_alice_muriel_astor,sibling,vincent_astor
492,baldwin_iii_of_jerusalem,sibling,amalric_i_of_jerusalem
493,baltasar_carlos_prince_of_asturias,sibling,maria_theresa_of_spain
494,bamie_roosevelt,sibling,corinne_roosevelt_robinson
495,bamie_roosevelt,sibling,theodore_roosevelt
496,bamie_roosevelt,sibling,elliott_roosevelt_i
497,barbara_of_austria,sibling,ferdinand_ii_archduke_of_austria
498,barbara_of_austria,sibling,elisabeth_of_austria_1526
499,barbara_of_austria,sibling,eleanor_of_austria
500,barbara_of_austria,sibling,anna_of_austria
501,barbara_of_austria,sibling,charles_ii_of_austria
502,barbara_of_austria,sibling,johanna_of_austria
503,barbara_of_austria,sibling,maria_of_habsburg_archduchess_of_austria
504,barbara_of_austria,sibling,maximilian_ii_holy_roman_emperor
505,barbara_of_austria,sibling,catherine_of_austria
506,barbara_of_portugal,sibling,peter_iii_of_portugal
507,barbara_radziwill,sibling,mikolaj_the_red_radziwill
508,bathilde_dorleans,sibling,louis_philippe_ii_duke_of_orleans
509,beatrice_deste,sibling,alfonso_i_deste
510,beatrice_deste,sibling,ippolito_deste
511,beatrice_deste,sibling,isabella_deste
512,beatrice_of_castile,sibling,ferdinand_iv_of_castile
513,beatrice_of_england,sibling,edward_i_of_england
514,beatrice_of_england,sibling,edmund_crouchback_1st_earl_of_lancaster
515,beatrice_of_england,sibling,margaret_of_england
516,beatrice_of_provence,sibling,marguerite_of_provence
517,beatrice_of_provence,sibling,eleanor_of_provence
518,beatrice_of_provence,sibling,sanchia_of_provence
519,beatrix_of_the_netherlands,sibling,princess_irene_of_the_netherlands
520,bela_iv_of_hungary,sibling,anna_maria_of_hungary
521,benazir_bhutto,sibling,murtaza_bhutto
522,benazir_bhutto,sibling,shahnawaz_bhutto
523,berengaria_of_portugal,sibling,teresa_of_portugal
524,berengaria_of_portugal,sibling,afonso_ii_of_portugal
525,berenguela_of_castile,sibling,urraca_princess_of_castile
526,berenguela_of_castile,sibling,blanche_of_castile
527,berenguela_of_leon,sibling,ferdinand_iii_of_castile
528,bhanurangsi_savangwongse,sibling,chulalongkorn
529,billy_clanton,sibling,ike_clanton
530,blanche_devreux,sibling,charles_ii_of_navarre
531,blanche_devreux,sibling,maria_of_navarre
532,blanche_koechlin,sibling,pierre_koechlin
533,blanche_koechlin,sibling,helene_koechlin
534,blanche_koechlin,sibling,henri_koechlin
535,blanche_koechlin,sibling,jeanne_koechlin
536,blanche_of_anjou,sibling,robert_of_naples
537,blanche_of_anjou,sibling,marguerite_of_anjou_and_maine
538,blanche_of_anjou,sibling,louis_of_toulouse
539,blanche_of_anjou,sibling,philip_i_of_taranto
540,blanche_of_anjou,sibling,john_duke_of_durazzo
541,blanche_of_anjou,sibling,charles_martel_of_anjou
542,blanche_of_castile,sibling,berenguela_of_castile
543,blanche_of_castile,sibling,urraca_princess_of_castile
544,blanche_of_england,sibling,henry_v_of_england
545,blanche_of_england,sibling,john_of_lancaster_1st_duke_of_bedford
546,blanche_of_england,sibling,humphrey_duke_of_gloucester
547,blanche_of_england,sibling,philippa_of_england
548,bob_younger,sibling,cole_younger
549,bob_younger,sibling,john_younger
550,bob_younger,sibling,jim_younger
551,boleslaw_ii_of_poland,sibling,wladyslaw_i_herman
552,boleslaw_iv_the_curly,sibling,casimir_ii_of_poland
553,boleslaw_iv_the_curly,sibling,mieszko_iii_the_old
554,canute_vi_of_denmark,sibling,ingeborg_of_denmark_queen_consort_of_france
555,canute_vi_of_denmark,sibling,valdemar_ii_of_denmark
556,caracalla,sibling,publius_septimius_geta
557,cardinal-infante_ferdinand,sibling,maria_anna_of_spain
558,cardinal-infante_ferdinand,sibling,anne_of_austria
559,cardinal-infante_ferdinand,sibling,philip_iv_of_spain
560,carl_eduard_duke_of_saxe_coburg_and_gotha,sibling,princess_alice_countess_of_athlone
561,carl_gustav_axel_harnack,sibling,adolf_von_harnack
562,carloman_of_bavaria,sibling,louis_the_younger
563,carlos_i_of_portugal,sibling,infante_afonso_duke_of_porto
564,carol_i_of_romania,sibling,stephanie_of_hohenzollern_sigmaringen
565,carol_i_of_romania,sibling,princess_marie_of_hohenzollern_sigmaringen
566,carol_ii_of_romania,sibling,princess_ileana_of_romania
567,carol_ii_of_romania,sibling,prince_nicholas_of_romania
568,carol_ii_of_romania,sibling,elisabeth_of_romania
569,carol_ii_of_romania,sibling,maria_of_romania
570,caroline_matilda_of_wales,sibling,george_iii_of_the_united_kingdom
571,caroline_matilda_of_wales,sibling,prince_edward_augustus_duke_of_york_and_albany
572,caroline_matilda_of_wales,sibling,princess_augusta_charlotte_of_wales
573,caroline_matilda_of_wales,sibling,princess_louisa_anne_of_wales
574,casimir_i_of_poland,sibling,gertrude_of_poland
575,casimir_i_of_poland,sibling,adelaide_rixa_of_poland
576,casimir_ii_of_poland,sibling,boleslaw_iv_the_curly
577,casimir_ii_of_poland,sibling,mieszko_iii_the_old
578,casimir_iv_jagiellon,sibling,wladyslaw_iii_of_poland
579,cassandra_austen,sibling,francis_austen
580,cassandra_austen,sibling,jane_austen
581,catarina_of_spain,sibling,maria_of_austria
582,catarina_of_spain,sibling,eleanor_of_spain
583,catarina_of_spain,sibling,isabella_of_burgundy
584,catarina_of_spain,sibling,charles_v_holy_roman_emperor
585,catarina_of_spain,sibling,ferdinand_i_holy_roman_emperor
586,caterina_micaela_of_spain,sibling,infanta_isabella_clara_eugenia_of_spain
587,catherine_carey,sibling,henry_carey_1st_baron_hunsdon
588,catherine_of_aragon,sibling,joanna_of_castile
589,catherine_of_aragon,sibling,juan_prince_of_asturias
590,catherine_of_aragon,sibling,isabella_of_asturias
591,catherine_of_austria,sibling,ferdinand_ii_archduke_of_austria
592,catherine_of_austria,sibling,elisabeth_of_austria_1526
593,catherine_of_austria,sibling,eleanor_of_austria
594,catherine_of_austria,sibling,anna_of_austria
595,catherine_of_austria,sibling,charles_ii_of_austria
596,catherine_of_austria,sibling,johanna_of_austria
597,catherine_of_austria,sibling,maria_of_habsburg_archduchess_of_austria
598,catherine_of_austria,sibling,barbara_of_austria
599,catherine_of_austria,sibling,maximilian_ii_holy_roman_emperor
600,catherine_of_braganza,sibling,afonso_vi_of_portugal
601,catherine_of_braganza,sibling,peter_ii_of_portugal
602,catherine_of_braganza,sibling,teodosio_prince_of_brazil
603,catherine_of_braganza,sibling,joana_princess_of_beira
604,catherine_of_brandenburg,sibling,maria_eleonora_of_brandenburg
605,catherine_of_valois,sibling,charles_vii_of_france
606,catherine_of_valois,sibling,michelle_of_valois
607,catherine_of_valois,sibling,isabella_of_valois
608,catherine_of_york,sibling,mary_of_york
609,catherine_of_york,sibling,perkin_warbeck
610,catherine_of_york,sibling,anne_of_york
611,catherine_of_york,sibling,richard_of_shrewsbury_1st_duke_of_york
612,catherine_of_york,sibling,elizabeth_of_york
613,catherine_of_york,sibling,cecily_of_york
614,catherine_of_york,sibling,edward_v_of_england
615,catherine_pavlovna_of_russia,sibling,alexandra_pavlovna_of_russia
616,catherine_pavlovna_of_russia,sibling,elena_pavlovna_of_russia
617,catherine_pavlovna_of_russia,sibling,alexander_i_of_russia
618,catherine_pavlovna_of_russia,sibling,maria_pavlovna_of_russia
619,catherine_pavlovna_of_russia,sibling,grand_duke_constantine_pavlovich_of_russia
620,catherine_pavlovna_of_russia,sibling,nicholas_i_of_russia
621,catherine_pavlovna_of_russia,sibling,grand_duke_michael_pavlovich_of_russia
622,catherine_pavlovna_of_russia,sibling,anna_pavlovna_of_russia
623,cecily_of_york,sibling,mary_of_york
624,cecily_of_york,sibling,perkin_warbeck
625,cecily_of_york,sibling,catherine_of_york
626,cecily_of_york,sibling,anne_of_york
627,cecily_of_york,sibling,richard_of_shrewsbury_1st_duke_of_york
628,cecily_of_york,sibling,elizabeth_of_york
629,cecily_of_york,sibling,edward_v_of_england
630,cenred_of_mercia,sibling,werburgh
631,chagatai_khan,sibling,tolui_borjigin
632,chagatai_khan,sibling,ogedei_khan
633,chagatai_khan,sibling,jochi
634,chakrabongse_bhuvanath,sibling,prajadhipok
635,chakrabongse_bhuvanath,sibling,vajiravudh
636,chakrabongse_bhuvanath,sibling,chudadhut_dharadilok
637,charibert_i,sibling,sigebert_i
638,charibert_i,sibling,guntram
639,charles_brandon_3rd_duke_of_suffolk,sibling,henry_brandon_2nd_duke_of_suffolk
640,charles_de_bourbon_charolais,sibling,louis_henri_duc_de_bourbon
641,charles_de_bourbon_charolais,sibling,louis_de_bourbon_conde_comte_de_clermont
642,charles_de_bourbon_charolais,sibling,louise_elisabeth_de_bourbon_conde
643,charles_de_bourbon_duc_de_berry,sibling,philip_v_of_spain
644,charles_de_bourbon_duc_de_berry,sibling,louis_duke_of_burgundy
645,charles_de_valois_duc_dorleans,sibling,madeleine_de_valois
646,charles_de_valois_duc_dorleans,sibling,margaret_of_france_duchess_of_berry
647,charles_de_valois_duc_dorleans,sibling,francois_dauphin_of_france
648,charles_de_valois_duc_dorleans,sibling,henry_ii_of_france
649,charles_duke_of_lower_lorraine,sibling,lothair_of_france
650,charles_e_mullen,sibling,infant_mullen
651,charles_edward_stuart,sibling,henry_benedict_stuart
652,charles_emmanuel_iii_of_sardinia,sibling,maria_luisa_of_savoy
653,charles_emmanuel_iii_of_sardinia,sibling,marie_adelaide_of_savoy
654,charles_felix_of_sardinia,sibling,marie_josephine_louise_of_savoy
655,charles_felix_of_sardinia,sibling,marie_therese_of_savoy
656,charles_ferdinand_duc_de_berry,sibling,louis_antoine_duke_of_angouleme
657,charles_francis_adams_jr,sibling,henry_adams
658,charles_i_of_england,sibling,elizabeth_of_bohemia
659,charles_i_of_england,sibling,henry_frederick_prince_of_wales
660,charles_i_of_sicily,sibling,robert_i_of_artois
661,charles_i_of_sicily,sibling,isabel_of_france
662,charles_i_of_sicily,sibling,louis_ix_of_france
663,charles_i_of_sicily,sibling,alphonse_of_toulouse
664,charles_ii_grand_duke_of_mecklenburg_strelitz,sibling,charlotte_of_mecklenburg-strelitz
665,charles_ii_of_alencon,sibling,philip_vi_of_france
666,charles_ii_of_austria,sibling,ferdinand_ii_archduke_of_austria
667,charles_ii_of_austria,sibling,elisabeth_of_austria_1526
668,charles_ii_of_austria,sibling,eleanor_of_austria
669,charles_ii_of_austria,sibling,anna_of_austria
670,charles_ii_of_austria,sibling,johanna_of_austria
671,charles_ii_of_austria,sibling,maria_of_habsburg_archduchess_of_austria
672,charles_ii_of_austria,sibling,barbara_of_austria
673,charles_ii_of_austria,sibling,maximilian_ii_holy_roman_emperor
674,charles_ii_of_austria,sibling,catherine_of_austria
675,charles_ii_of_england,sibling,princess_elizabeth_of_england
